code,name,country
48845355,Poland OLO,Poland
4852316,Poland TPSA,Poland
1809423,Dominican Republic Mobile - Centennial,Dominican Republic
4855619,Poland OLO,Poland
918722,India Mobile - Other Carriers,India
180924302,Dominican Republic Santo Domingo,Dominican Republic
45213,Denmark Mobile - TDC Mobil,Denmark
48166412,Poland TPSA,Poland
50987,Haiti Mobile - Digicel,Haiti
50323320,El Salvador CTE On Net,El Salvador
48776562,Poland OLO,Poland
5195841,Peru Mobile - Movistar,Peru
78150,Russia Zone 3/Zone 3 Murmansk Region,Russia
5722033,Colombia LEX,Colombia
5037786,El Salvador Mobile - Telemovil,El Salvador
821081,South Korea Mobile - Other Carriers,South Korea
35160927,Portugal Mobile - TMN,Portugal
8663,China ROC - CNC,China
78457,Russia Zone 2,Russia
212614,Morocco Mobile - Meditel,Morocco
90312,Turkey Ankara,Turkey
507316,Panama Panama City,Panama
87063,Inmarsat M Voice,Inmarsat
5914624,Bolivia Equal Access,Bolivia
48242880,Poland OLO,Poland
48468810,Poland OLO,Poland
455065,Denmark Mobile - Telenor,Denmark
48297511,Poland TPSA,Poland
5993186,Netherlands Antilles Mobile - Other Carriers,Netherlands
48422024,Poland OLO,Poland
4673175,Sweden Mobile - Telia,Sweden
48542522,Poland TPSA,Poland
519498,Peru Mobile - Movistar,Peru
29897,Faroe Islands Mobile,Faroe Islands
326583,Belgium OLO,Belgium
328452,Belgium OLO,Belgium
321632,Belgium OLO,Belgium
48413305,Poland OLO,Poland
479909,Norway Mobile - Other Carriers,Norway
180952399,Dominican Republic Santo Domingo,Dominican Republic
9113962,India BSNL Onnet,India
48672608,Poland OLO,Poland
55273752,Brazil Vitoria On Net,Brazil
5722059,Colombia LEX,Colombia
27512501,South Africa Premium,South Africa
59469417,French Guiana Mobile - Other Carriers,French Guiana
48297678,Poland TPSA,Poland
48257422,Poland OLO,Poland
9184159,India Mobile - Other Carriers,India
3271950,Belgium OLO,Belgium
48248432,Poland OLO,Poland
48413798,Poland TPSA,Poland
4877420,Poland TPSA,Poland
601126,Malaysia Mobile - Digi,Malaysia
519,PERU Mobile 3,PERU
454265,Denmark Mobile - HI3G,Denmark
4884651,Poland TPSA,Poland
593998,Ecuador Mobile - BellSouth,Ecuador
1809881,Dominican Republic Mobile - Orange,Dominican Republic
5912523,Bolivia Equal Access,Bolivia
487957,Poland Mobile - P4,Poland
22556,Cote D'Ivoire Mobile - MTN,Cote D'Ivoire
566337,Chile Rural High,Chile
5665970,Chile Rural High,Chile
4855222,Poland TPSA,Poland
48158466,Poland TPSA,Poland
4812379,Poland OLO,Poland
50326133,El Salvador Mobile - CTE Personal,El Salvador
479376,Norway Mobile - Other Carriers,Norway
99893,Uzbekistan Mobile Coscom,Uzbekistan
5749228,Colombia LEX,Colombia
48413772,Poland TPSA,Poland
3712288,Latvia Mobile - Other Carriers,Latvia
2723004,South Africa Premium,South Africa
2787579,South Africa Premium,South Africa
7949,Russia Mobile - Other Carriers,Russia
48655263,Poland TPSA,Poland
551681,Brazil Mobile - TIM,Brazil
55979,Brazil Mobile - Other Carriers,Brazil
5184,Peru Cuzco,Peru
4881460,Poland OLO,Poland
48468921,Poland OLO,Poland
321577,Belgium OLO,Belgium
8190669,Japan Mobile - Other Carriers,Japan
48833564,Poland TPSA,Poland
2519586,Ethiopia Mobile - Other Carriers,Ethiopia
325169,Belgium Telenet,Belgium
1829310,Dominican Republic Mobile - Verizon,Dominican Republic
48483750,Poland TPSA,Poland
48327033,Poland OLO,Poland
33230,France CLEC,France
180928588,Dominican Republic Santo Domingo,Dominican Republic
48222688,Poland OLO,Poland
3725484,Estonia Mobile - Elisa,Estonia
4825640,Poland TPSA,Poland
913542,India BSNL Onnet,India
48413542,Poland TPSA,Poland
919124,India Mobile - Other Carriers,India
458148,Denmark Mobile - Other Carriers,Denmark
553330,Brazil Governador Validates On Net,Brazil
886945,Taiwan Mobile - Other Carriers,Taiwan
9187299,India Mobile - Bharti,India
328352,Belgium OLO,Belgium
961769,Lebanon Mobile,Lebanon
9181759,India Mobile - Other Carriers,India
5749223,Colombia Medellin,Colombia
4885661,Poland TPSA,Poland
4858742,Poland OLO,Poland
455182,Denmark Mobile - TDC Mobil,Denmark
48833457,Poland TPSA,Poland
1809751,Dominican Republic Mobile - Verizon,Dominican Republic
43651,Austria Mobile - Others,Austria
4832417,Poland TPSA,Poland
9185960,India Mobile - Other Carriers,India
48597121,Poland OLO,Poland
52456,Mexico NEA2,Mexico
55333536,Brazil Governador Validates On Net,Brazil
4478724,United Kingdom Mobile - O2,United Kingdom
48873070,Poland OLO,Poland
48846777,Poland TPSA,Poland
48323642,Poland TPSA,Poland
3706685,Lithuania Mobile - Other Carriers,Lithuania
35385,Ireland Mobile - Meteor,Ireland
562868,Chile Rural,Chile
25288,Somalia Golis,Somalia
52231,Mexico Equal Access,Mexico
519645,Peru Mobile - Movistar,Peru
4814611,Poland TPSA,Poland
99867224,Uzbekistan Mobile,Uzbekistan
91720,India Mobile - Other Carriers,India
919995,India Mobile - Bharti,India
55598,Brazil Mobile - Other Carriers,Brazil
59069011,Guadeloupe Mobile - Digicel,Guadeloupe
9187619,India Mobile - Bharti,India
919734,India Mobile - Other Carriers,India
9189880,India Mobile - BSNL,India
48177413,Poland OLO,Poland
474864,Norway Mobile - Other Carriers,Norway
5024772,Guatemala Mobile - PCS,Guatemala
4834349,Poland OLO,Poland
574679,Colombia LEX,Colombia
917207,India Mobile - Other Carriers,India
55273791,Brazil Vitoria On Net,Brazil
9626,Jordan Amman,Jordan
474661,Norway Mobile - Netcom,Norway
5032454,El Salvador Mobile - CTE Personal,El Salvador
52969,Mexico NEA2,Mexico
819016,Japan Mobile - Other Carriers,Japan
48323173,Poland TPSA,Poland
346815,Spain Mobile - Telefonica,Spain
27105160,South Africa NGN,South Africa
52745,Mexico NEA2,Mexico
9187539,India Mobile - Bharti,India
27875503,South Africa Premium,South Africa
187642,Jamaica Mobile - Digicel,Jamaica
4673462,Sweden Mobile - Telenor,Sweden
78178,Russia Zone 1,Russia
467190003,Sweden Mobile - Telenor,Sweden
48167341,Poland OLO,Poland
44873,United Kingdom NTS 4,United Kingdom
35121102,Portugal OLO,Portugal
521235,Mexico Not Equal Access II Mobile,Mexico
487896,Poland Mobile - Plus,Poland
1876700,Jamaica Mobile - CWJ,Jamaica
572274,Colombia Palmira,Colombia
479257,Norway Mobile - Netcom,Norway
467685,Sweden Mobile - Telenor,Sweden
22176,Senegal Mobile - Sentel,Senegal
575288,Colombia LEX,Colombia
9134732,India BSNL Onnet,India
3868280,Slovenia Special,Slovenia
1809408,Dominican Republic Mobile - Centennial,Dominican Republic
48296402,Poland OLO,Poland
1876568,Jamaica Mobile - Digicel,Jamaica
5037792,El Salvador Mobile - Telefonica,El Salvador
33651,France Mobile - Free,France
35123105,Portugal OLO,Portugal
4822643,Poland TPSA,Poland
1345516,Cayman Islands Mobile - Digicel,Cayman Islands
48468992,Poland OLO,Poland
48566992,Poland OLO,Poland
5939821,Ecuador Mobile - Other Carriers,Ecuador
73844,Russia Zone 3/Zone 3 Kemerovo Region,Russia
48918172,Poland OLO,Poland
4885874,Poland OLO,Poland
4865618,Poland OLO,Poland
45315,Denmark Mobile - HI3G,Denmark
48412601,Poland TPSA,Poland
479674,Norway Mobile - Network Norway,Norway
48915706,Poland TPSA,Poland
5196209,Peru Mobile - Movistar,Peru
5042451,Honduras Hondutel On Net,Honduras
35122042,Portugal OLO,Portugal
421915,Slovakia Mobile - Orange,Slovakia
4883311,Poland TPSA,Poland
474666,Norway Mobile - Telenor,Norway
48767458,Poland OLO,Poland
48334712,Poland OLO,Poland
63817,Philippines Mobile - Globe,Philippines
48913830,Poland OLO,Poland
73831,Russia Zone 3/Zone 3 Novosibirsk Region,Russia
919933,India Mobile - Bharti,India
919936,India Mobile - Bharti,India
48413366,Poland OLO,Poland
4868360,Poland TPSA,Poland
772728,Kazakhstan Almaty,Kazakhstan
35125507,Portugal OLO,Portugal
27860374831,South Africa Premium,South Africa
9184029,India Mobile - Other Carriers,India
387534,Bosnia and Herzegovina Srpska,Bosnia and Herzegovina
4824801,Poland TPSA,Poland
48843073,Poland OLO,Poland
919633,India Mobile - Bharti,India
1809209,Dominican Republic Mobile - Verizon,Dominican Republic
50322548,El Salvador Mobile - Telefonica,El Salvador
4590,Denmark NGN,Denmark
632643,Philippines PLDT,Philippines
4858801,Poland TPSA,Poland
50716,Panama OLO,Panama
474691,Norway Mobile - Telenor,Norway
46734602,Sweden Mobile - Tele2,Sweden
3873087,Bosnia and Herzegovina Mostar,Bosnia and Herzegovina
5022230,Guatemala TelGua,Guatemala
9184088,India Mobile - Other Carriers,India
593830,Ecuador Mobile - Movistar/Otecel,Ecuador
48483082,Poland TPSA,Poland
41765,Switzerland Mobile - Sunrise,Switzerland
2787820,South Africa Premium,South Africa
48846819,Poland TPSA,Poland
9187459,India Mobile - Other Carriers,India
576758,Colombia LEX,Colombia
447767,United Kingdom Mobile - Vodafone,United Kingdom
3592,Bulgaria Sofia,Bulgaria
919956,India Mobile - Bharti,India
48158703,Poland TPSA,Poland
519792,Peru Mobile - Movistar,Peru
44203057,United Kingdom Verizon On Net,United Kingdom
1767,Dominica Proper,Dominica
467672674,Sweden Mobile - Other Carriers,Sweden
3718502,Latvia NGN,Latvia
325569,Belgium OLO,Belgium
48815813,Poland TPSA,Poland
48846840,Poland TPSA,Poland
852908,Hong Kong Mobile,Hong Kong
4832423,Poland TPSA,Poland
1849797,Dominican Republic Mobile - Centennial,Dominican Republic
557491,Brazil Mobile - TIM,Brazil
4818212,Poland TPSA,Poland
48178724,Poland TPSA,Poland
48846413,Poland OLO,Poland
467258,Sweden Mobile - Other Carriers,Sweden
795190,Russia Mobile - Other Carriers,Russia
48655279,Poland TPSA,Poland
48523358,Poland OLO,Poland
35873,Finland Personal,Finland
5937249,Ecuador ETAPA,Ecuador
521466,Mexico Mobile - Equal Access 2,Mexico
50323337,El Salvador CTE On Net,El Salvador
3597485,Bulgaria OLO,Bulgaria
48323291,Poland TPSA,Poland
372592,Estonia Mobile - Other Carriers,Estonia
9609,Maldives Mobile,Maldives
913422,India BSNL Onnet,India
35488,Iceland Mobile - Other Carriers,Iceland
5722002,Colombia LEX,Colombia
48183553,Poland TPSA,Poland
1345323,Cayman Islands Mobile - Digicel,Cayman Islands
50325573,El Salvador Mobile - Telemovil,El Salvador
4842208,Poland OLO,Poland
35160010,Portugal OLO,Portugal
50224617,Guatemala TelGua,Guatemala
4817888,Poland OLO,Poland
59469435,French Guiana Mobile - Other Carriers,French Guiana
474106,Norway Mobile - Netcom,Norway
481226,Poland TPSA,Poland
48413062,Poland TPSA,Poland
48323980,Poland TPSA,Poland
50323208,El Salvador Salnet,El Salvador
7902150,Russia Mobile - Rostelecom,Russia
8643,China ROC - CNC,China
4832434,Poland TPSA,Poland
5533361,Brazil Governador Validates On Net,Brazil
61409,Australia Mobile - Telstra,Australia
50324180,El Salvador CTE On Net,El Salvador
5025515,Guatemala Mobile - PCS,Guatemala
48564722,Poland TPSA,Poland
48146911,Poland OLO,Poland
48158723,Poland TPSA,Poland
50325610,El Salvador Mobile - Digicel,El Salvador
9182348,India Mobile - Other Carriers,India
46720506,Sweden Mobile - Telia,Sweden
4854308,Poland TPSA,Poland
5025717,Guatemala Mobile - PCS,Guatemala
48833544,Poland TPSA,Poland
593927,Ecuador Mobile - Movistar/Otecel,Ecuador
474109,Norway Mobile - Other Carriers,Norway
2731350,South Africa NGN,South Africa
632443,Philippines Bayantel,Philippines
55183,Brazil Sao Paulo State (all Cities)/Sao Paulo State Other Cities,Brazil
447421,United Kingdom Mobile - Orange,United Kingdom
521961,Mexico Mobile - Equal Access 2,Mexico
55333327,Brazil Governador Validates On Net,Brazil
4852511,Poland OLO,Poland
919962,India Mobile - Other Carriers,India
23328,Ghana Mobile - Other Carriers,Ghana
1829220,Dominican Republic Mobile - Verizon,Dominican Republic
4858753,Poland OLO,Poland
48134600,Poland TPSA,Poland
84646,Vietnam Mobile - Viettel,Vietnam
2731275505,South Africa NGN,South Africa
1829606,Dominican Republic Mobile - Verizon,Dominican Republic
441420365,United Kingdom Verizon On Net,United Kingdom
67648,Tonga Mobile,Tonga
1284394,British Virgin Islands Mobile - Digicel,British Virgin Islands
278735,South Africa Premium,South Africa
9184409,India Mobile - Other Carriers,India
34629,Spain Mobile - Telefonica,Spain
63913,Philippines Mobile - Other Carriers,Philippines
79977,Russia Mobile - Other Carriers,Russia
51828,Peru Rural,Peru
50322467,El Salvador Mobile - Telemovil,El Salvador
2734500,South Africa Premium,South Africa
8190415,Japan Mobile - Other Carriers,Japan
27878120,South Africa Premium,South Africa
4842725,Poland TPSA,Poland
48614154,Poland TPSA,Poland
212607,Morocco Mobile - Wana,Morocco
375296,Belarus Mobile - Velcom,Belarus
3595509,Bulgaria OLO,Bulgaria
22559,Cote D'Ivoire Mobile - Orange,Cote D'Ivoire
482276,Poland TPSA,Poland
47959,Norway Mobile - Telenor,Norway
474857,Norway Mobile - Other Carriers,Norway
44201177,United Kingdom Verizon On Net,United Kingdom
59171,Bolivia Mobile - Entel,Bolivia
4672058,Sweden Mobile - Other Carriers,Sweden
35124505,Portugal OLO,Portugal
39324,Italy Mobile - Wind Telecommunications,Italy
9188290,India Mobile - Other Carriers,India
38770309,Bosnia and Herzegovina OLO,Bosnia and Herzegovina
50322569,El Salvador Mobile - Telefonica,El Salvador
48957807,Poland OLO,Poland
3594179,Bulgaria OLO,Bulgaria
4854414,Poland OLO,Poland
474583,Norway Mobile - Netcom,Norway
48564662,Poland TPSA,Poland
821023,South Korea Mobile - Other Carriers,South Korea
79974454,Russia Mobile - Megafon,Russia
48326140,Poland TPSA,Poland
519661,Peru Mobile - Movistar,Peru
911655,India Punjab,India
577660,Colombia LEX,Colombia
5775655,Colombia LEX,Colombia
50323160,El Salvador Mobile - Telefonica,El Salvador
18095916,Dominican Republic Santo Domingo,Dominican Republic
48857439,Poland OLO,Poland
48185305,Poland OLO,Poland
59069088,Guadeloupe Mobile - MIO,Guadeloupe
3873381,Bosnia and Herzegovina - BIH,Bosnia and Herzegovina
5722233,Colombia LEX,Colombia
3375069,France Mobile - Network Others,France
4842280,Poland OLO,Poland
48348881,Poland OLO,Poland
74248,Russia Zone 3,Russia
919514,India Mobile - Other Carriers,India
52329,Mexico NEA2,Mexico
